Number of rows:,204838008,Test Environment:,
Query,ClickHouse version,ClickHouse Query Runtime,ClickHouse Query Description,ClickHouse sample 0,ClickHouse sample 1,ClickHouse sample 2,Query DuckDB,DuckDB version,DuckDB Query Runtime,DuckDB Query Description,DuckDB sample 0,DuckDB sample 1,DuckDB sample 2
query_0,23.10.5.20-alpine,0.696833610534668,"SELECT avg(c1) FROM(SELECT Year, Month, count(*) AS c1 FROM file('ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet') GROUP BY Year, Month ORDER BY Year ASC, Month ASC);",0.7154569625854492,0.696833610534668,0.7037394046783447,query_0,0.9.2,0.2592790126800537,"SELECT avg(c1) FROM(SELECT Year, Month, count(*) AS c1 FROM ""/data1/ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet"" GROUP BY Year, Month ORDER BY Year ASC, Month ASC);",0.47568368911743164,0.2748854160308838,0.2592790126800537
query_1,23.10.5.20-alpine,0.48821496963500977,"SELECT DayOfWeek, count(*) AS c FROM file('ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet') WHERE Year>=2000 AND Year<=2008 GROUP BY DayOfWeek ORDER BY c DESC;",0.49283885955810547,0.5282318592071533,0.48821496963500977,query_1,0.9.2,0.24761414527893066,"SELECT DayOfWeek, count(*) AS c FROM ""/data1/ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet"" WHERE Year>=2000 AND Year<=2008 GROUP BY DayOfWeek ORDER BY c DESC;",0.25153303146362305,0.25026559829711914,0.24761414527893066
query_2,23.10.5.20-alpine,0.4863250255584717,"SELECT DayOfWeek, count(*) AS c FROM file('ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet') WHERE Year>=2000 AND Year<=2008 GROUP BY DayOfWeek ORDER BY c DESC;",0.49352097511291504,0.4863250255584717,0.48690319061279297,query_2,0.9.2,0.24812698364257812,"SELECT DayOfWeek, COUNT(*) AS c FROM ""/data1/ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet"" WHERE Year >= 2000 AND Year <= 2008 GROUP BY DayOfWeek ORDER BY c DESC;",0.24812698364257812,0.25681519508361816,0.25190043449401855
query_3,23.10.5.20-alpine,0.8516449928283691,"SELECT Origin, count(*) AS c FROM file('ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet') WHERE DepDelay>10 AND Year>=2000 AND Year<=2008 GROUP BY Origin ORDER BY c DESC LIMIT 10;",0.8723721504211426,0.8665981292724609,0.8516449928283691,query_3,0.9.2,0.47948551177978516,"SELECT Origin, COUNT(*) AS c FROM ""/data1/ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet"" WHERE DepDelay > 10 AND Year >= 2000 AND Year <= 2008 GROUP BY Origin ORDER BY c DESC LIMIT 10;",0.47948551177978516,0.4838385581970215,0.486086368560791
query_4,23.10.5.20-alpine,0.8539330959320068,"SELECT IATA_CODE_Reporting_Airline AS Carrier, count(*) FROM file('ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet') WHERE DepDelay>10 AND Year=2007 GROUP BY Carrier ORDER BY count(*) DESC;",0.8539330959320068,0.8634066581726074,0.898141622543335,query_4,0.9.2,0.34725356101989746,"SELECT IATA_CODE_Reporting_Airline AS Carrier, COUNT(*) AS count FROM ""/data1/ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet"" WHERE DepDelay > 10 AND Year = 2007 GROUP BY Carrier ORDER BY count DESC;",0.3540961742401123,0.3524744510650635,0.34725356101989746
query_5,23.10.5.20-alpine,0.8321449756622314,"SELECT IATA_CODE_Reporting_Airline AS Carrier, avg(DepDelay>10)*100 AS c3 FROM file('ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet') WHERE Year=2007 GROUP BY Carrier ORDER BY c3 DESC",0.8321449756622314,0.8839781284332275,0.8695883750915527,query_5,0.9.2,0.2640671730041504,"SELECT IATA_CODE_Reporting_Airline AS Carrier, AVG(CAST(DepDelay > 10 AS DECIMAL) * 100) AS c3 FROM ""/data1/ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet"" WHERE Year = 2007 GROUP BY Carrier ORDER BY c3 DESC;",0.2705991268157959,0.26478004455566406,0.2640671730041504
query_6,23.10.5.20-alpine,1.123063325881958,"SELECT IATA_CODE_Reporting_Airline AS Carrier, avg(DepDelay>10)*100 AS c3 FROM file('ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet') WHERE Year>=2000 AND Year<=2008 GROUP BY Carrier ORDER BY c3 DESC;",1.227628231048584,1.123063325881958,1.142756700515747,query_6,0.9.2,0.4475376605987549,"SELECT IATA_CODE_Reporting_Airline AS Carrier, AVG(CAST(DepDelay > 10 AS DECIMAL) * 100) AS c3 FROM ""/data1/ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet"" WHERE Year >= 2000 AND Year <= 2008 GROUP BY Carrier ORDER BY c3 DESC;",0.44815659523010254,0.44814038276672363,0.4475376605987549
query_7,23.10.5.20-alpine,0.6227166652679443,"SELECT Year, avg(DepDelay>10)*100 FROM file('ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet') GROUP BY Year ORDER BY Year;",0.6227166652679443,0.6408679485321045,0.623694896697998,query_7,0.9.2,0.4405481815338135,"SELECT Year, AVG(CAST(DepDelay > 10 AS DECIMAL) * 100) FROM ""/data1/ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet"" GROUP BY Year ORDER BY Year;",0.4434244632720947,0.4405481815338135,0.4472944736480713
query_8,23.10.5.20-alpine,1.837221622467041,"SELECT DestCityName, uniqExact(OriginCityName) AS u FROM file('ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet') WHERE Year >= 2000 and Year <= 2010 GROUP BY DestCityName ORDER BY u DESC, DestCityName ASC LIMIT 10;",1.932664394378662,1.837221622467041,1.9160752296447754,query_8,0.9.2,0.6438937187194824,"SELECT DestCityName, COUNT(DISTINCT OriginCityName) AS u FROM ""/data1/ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet"" WHERE Year >= 2000 AND Year <= 2010 GROUP BY DestCityName ORDER BY u DESC, DestCityName ASC LIMIT 10;;",0.6566789150238037,0.6460080146789551,0.6438937187194824
query_9,23.10.5.20-alpine,0.4962468147277832,"SELECT Year, count(*) AS c1 FROM file('ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet') GROUP BY Year ORDER BY Year ASC;",0.4962468147277832,0.5026242733001709,0.5103645324707031,query_9,0.9.2,0.2164168357849121,"SELECT Year, COUNT(*) AS c1 FROM ""/data1/ontime_parquet_81aa1212_935b_11ee_9cb0_3b79d3d65d52.parquet"" GROUP BY Year ORDER BY Year ASC;",0.2258005142211914,0.2164168357849121,0.217665433883667
