Number of rows:,204838008,Test Environment:,
Query,ClickHouse version,ClickHouse Query Runtime,ClickHouse Query Description,ClickHouse sample 0,ClickHouse sample 1,ClickHouse sample 2,Query DuckDB,DuckDB version,DuckDB Query Runtime,DuckDB Query Description,DuckDB sample 0,DuckDB sample 1,DuckDB sample 2
query_0,23.9.1.1854-alpine,0.731156587600708,"SELECT avg(c1) FROM(SELECT Year, Month, count(*) AS c1 FROM file('ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet') GROUP BY Year, Month ORDER BY Year ASC, Month ASC);",0.744680643081665,0.731156587600708,0.7519435882568359,query_0,0.9.0,0.511176347732544,"SELECT avg(c1) FROM(SELECT Year, Month, count(*) AS c1 FROM ""/data1/ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet"" GROUP BY Year, Month ORDER BY Year ASC, Month ASC);",1.1128292083740234,0.5278725624084473,0.511176347732544
query_1,23.9.1.1854-alpine,0.5015225410461426,"SELECT DayOfWeek, count(*) AS c FROM file('ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet') WHERE Year>=2000 AND Year<=2008 GROUP BY DayOfWeek ORDER BY c DESC;",0.5015225410461426,0.5170738697052002,0.5028131008148193,query_1,0.9.0,0.3359262943267822,"SELECT DayOfWeek, count(*) AS c FROM ""/data1/ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet"" WHERE Year>=2000 AND Year<=2008 GROUP BY DayOfWeek ORDER BY c DESC;",0.3571326732635498,0.3359262943267822,0.3390200138092041
query_2,23.9.1.1854-alpine,0.4671626091003418,"SELECT DayOfWeek, count(*) AS c FROM file('ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet') WHERE Year>=2000 AND Year<=2008 GROUP BY DayOfWeek ORDER BY c DESC;",0.4692044258117676,0.4710407257080078,0.4671626091003418,query_2,0.9.0,0.33557844161987305,"SELECT DayOfWeek, COUNT(*) AS c FROM ""/data1/ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet"" WHERE Year >= 2000 AND Year <= 2008 GROUP BY DayOfWeek ORDER BY c DESC;",0.35837650299072266,0.34065723419189453,0.33557844161987305
query_3,23.9.1.1854-alpine,0.8414187431335449,"SELECT Origin, count(*) AS c FROM file('ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet') WHERE DepDelay>10 AND Year>=2000 AND Year<=2008 GROUP BY Origin ORDER BY c DESC LIMIT 10;",0.8414187431335449,0.8899044990539551,0.9063568115234375,query_3,0.9.0,0.5211935043334961,"SELECT Origin, COUNT(*) AS c FROM ""/data1/ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet"" WHERE DepDelay > 10 AND Year >= 2000 AND Year <= 2008 GROUP BY Origin ORDER BY c DESC LIMIT 10;",0.5331354141235352,0.5363733768463135,0.5211935043334961
query_4,23.9.1.1854-alpine,0.9734489917755127,"SELECT IATA_CODE_Reporting_Airline AS Carrier, count(*) FROM file('ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet') WHERE DepDelay>10 AND Year=2007 GROUP BY Carrier ORDER BY count(*) DESC;",0.9817581176757812,0.9930851459503174,0.9734489917755127,query_4,0.9.0,0.3844003677368164,"SELECT IATA_CODE_Reporting_Airline AS Carrier, COUNT(*) AS count FROM ""/data1/ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet"" WHERE DepDelay > 10 AND Year = 2007 GROUP BY Carrier ORDER BY count DESC;",0.3844003677368164,0.39397716522216797,0.3856329917907715
query_5,23.9.1.1854-alpine,0.8981578350067139,"SELECT IATA_CODE_Reporting_Airline AS Carrier, avg(DepDelay>10)*100 AS c3 FROM file('ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet') WHERE Year=2007 GROUP BY Carrier ORDER BY c3 DESC",0.8981578350067139,0.9449491500854492,0.9214527606964111,query_5,0.9.0,0.27611804008483887,"SELECT IATA_CODE_Reporting_Airline AS Carrier, AVG(CAST(DepDelay > 10 AS DECIMAL) * 100) AS c3 FROM ""/data1/ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet"" WHERE Year = 2007 GROUP BY Carrier ORDER BY c3 DESC;",0.27611804008483887,0.27869582176208496,0.27627015113830566
query_6,23.9.1.1854-alpine,1.150712013244629,"SELECT IATA_CODE_Reporting_Airline AS Carrier, avg(DepDelay>10)*100 AS c3 FROM file('ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet') WHERE Year>=2000 AND Year<=2008 GROUP BY Carrier ORDER BY c3 DESC;",1.150712013244629,1.17305326461792,1.1515026092529297,query_6,0.9.0,0.5277070999145508,"SELECT IATA_CODE_Reporting_Airline AS Carrier, AVG(CAST(DepDelay > 10 AS DECIMAL) * 100) AS c3 FROM ""/data1/ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet"" WHERE Year >= 2000 AND Year <= 2008 GROUP BY Carrier ORDER BY c3 DESC;",0.5672895908355713,0.5393121242523193,0.5277070999145508
query_7,23.9.1.1854-alpine,0.598792314529419,"SELECT Year, avg(DepDelay>10)*100 FROM file('ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet') GROUP BY Year ORDER BY Year;",0.6315503120422363,0.6350328922271729,0.598792314529419,query_7,0.9.0,0.6866066455841064,"SELECT Year, AVG(CAST(DepDelay > 10 AS DECIMAL) * 100) FROM ""/data1/ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet"" GROUP BY Year ORDER BY Year;",0.6867809295654297,0.6866066455841064,0.6925332546234131
query_8,23.9.1.1854-alpine,1.8677735328674316,"SELECT DestCityName, uniqExact(OriginCityName) AS u FROM file('ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet') WHERE Year >= 2000 and Year <= 2010 GROUP BY DestCityName ORDER BY u DESC, DestCityName ASC LIMIT 10;",1.8927180767059326,1.8677735328674316,1.920746088027954,query_8,0.9.0,0.7832396030426025,"SELECT DestCityName, COUNT(DISTINCT OriginCityName) AS u FROM ""/data1/ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet"" WHERE Year >= 2000 AND Year <= 2010 GROUP BY DestCityName ORDER BY u DESC, DestCityName ASC LIMIT 10;;",0.8059902191162109,0.7832396030426025,0.8039944171905518
query_9,23.9.1.1854-alpine,0.514664888381958,"SELECT Year, count(*) AS c1 FROM file('ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet') GROUP BY Year ORDER BY Year ASC;",0.5336472988128662,0.514664888381958,0.5297279357910156,query_9,0.9.0,0.41518735885620117,"SELECT Year, COUNT(*) AS c1 FROM ""/data1/ontime_parquet_ff4f97f3_61d6_11ee_924e_01a4aa584ed2.parquet"" GROUP BY Year ORDER BY Year ASC;",0.42029809951782227,0.4382212162017822,0.41518735885620117
